SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,May-31-2017,Townhouse,434 Portofino Dr #304,SAN CARLOS,CA,94070,1290000,2,2.5,SAN CARLOS,1822,72872,1988,244,708,475,Sold,,,http://www.redfin.com/CA/San-Carlos/434-Portofino-Dr-94070/unit-304/home/2047142,MLSListings,ML81650191,N,Y,37.489561,-122.276218
PAST SALE,November-13-2017,Condo/Co-op,1001 Laurel St #206,SAN CARLOS,CA,94070,1015000,2,2.0,SAN CARLOS,1138,51504,2009,78,892,480,Sold,,,http://www.redfin.com/CA/San-Carlos/1001-Laurel-St-94070/unit-206/home/28919204,MLSListings,ML81680502,N,Y,37.5013588,-122.2541747
PAST SALE,March-2-2017,Single Family Residential,1020 Orange Ave,SAN CARLOS,CA,94070,3285000,5,3.5,SAN CARLOS,3260,5000,2017,334,1008,,Sold,,,http://www.redfin.com/CA/San-Carlos/1020-Orange-Ave-94070/home/1677178,MLSListings,ML81636191,N,Y,37.496457,-122.2600699
PAST SALE,,Single Family Residential,860 Cabot Ct,San Carlos,CA,94070,2340000,3,2.0,,3193,11250,1981,,733,,,,,http://www.redfin.com/CA/San-Carlos/860-Cabot-Ct-94070/home/1915514,,,N,Y,37.4868764,-122.2824826
PAST SALE,February-14-2017,Single Family Residential,136 Lyndhurst Ave,SAN CARLOS,CA,94070,1700000,3,2.0,SAN CARLOS,1670,5712,1964,350,1018,,Sold,,,http://www.redfin.com/CA/San-Carlos/136-Lyndhurst-Ave-94070/home/784351,MLSListings,ML81635508,Y,Y,37.5108183,-122.2777302
PAST SALE,,Single Family Residential,335 Cedar St,San Carlos,CA,94070,1467000,3,2.0,,1220,6810,1930,,1202,,,,,http://www.redfin.com/CA/San-Carlos/335-Cedar-St-94070/home/1387987,,,N,Y,37.5066707,-122.2678798
PAST SALE,,Multi-Family (2-4 Unit),400 Laurel St,San Carlos,CA,94070,9500000,22,2.0,,21293,19166,1986,,446,,,,,http://www.redfin.com/CA/San-Carlos/400-Laurel-St-94070/home/788250,,,N,Y,37.5085059,-122.264146
PAST SALE,February-9-2017,Single Family Residential,17 Cranfield Ave,SAN CARLOS,CA,94070,2700000,4,4.0,SAN CARLOS,3490,6289,2016,355,774,,Sold,,,http://www.redfin.com/CA/San-Carlos/17-Cranfield-Ave-94070/home/1752738,MLSListings,ML81632371,N,Y,37.5046738,-122.2868608
PAST SALE,February-23-2017,Single Family Residential,941 Holly St,SAN CARLOS,CA,94070,1040000,2,1.0,SAN CARLOS,960,5850,1940,341,1083,,Sold,,,http://www.redfin.com/CA/San-Carlos/941-Holly-St-94070/home/1212120,MLSListings,ML81635129,N,Y,37.5111113,-122.258628
PAST SALE,February-14-2017,Condo/Co-op,772 Walnut St #10,SAN CARLOS,CA,94070,850000,2,1.5,SAN CARLOS,910,19480,1977,350,934,370,Sold,,,http://www.redfin.com/CA/San-Carlos/772-Walnut-St-94070/unit-10/home/1878287,MLSListings,ML81633717,N,Y,37.5032957,-122.2597973
