SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,December-15-2016,Single Family Residential,276 Elm Ave,SAN BRUNO,CA,94066,1010000,3,2.0,SAN BRUNO,1370,2500,1951,411,737,,Sold,,,http://www.redfin.com/CA/San-Bruno/276-Elm-Ave-94066/home/1209787,MLSListings,ML81631626,N,Y,37.6181352,-122.4118925
PAST SALE,December-13-2017,Single Family Residential,1631 Monterey Dr,SAN BRUNO,CA,94066,1540000,4,3.0,SAN BRUNO,2080,5040,1963,48,740,,Sold,,,http://www.redfin.com/CA/San-Bruno/1631-Monterey-Dr-94066/home/628187,MLSListings,ML81685083,N,Y,37.6213793,-122.4504182
PAST SALE,October-9-2017,Single Family Residential,213 Outlook Heights Ct,PACIFICA,CA,94044,1330000,4,2.5,PACIFICA,2320,4932,2001,113,573,120,Sold,,,http://www.redfin.com/CA/Pacifica/213-Outlook-Heights-Ct-94044/home/1003060,MLSListings,ML81676199,N,Y,37.6331147,-122.4735997
PAST SALE,November-2-2017,Condo/Co-op,1396 El Camino Real #210,MILLBRAE,CA,94030,795000,2,2.0,MILLBRAE,926,37089,1980,89,859,417,Sold,,,http://www.redfin.com/CA/Millbrae/1396-El-Camino-Real-94030/unit-210/home/1737926,MLSListings,ML81677689,N,Y,37.6107338,-122.4010926
PAST SALE,January-5-2018,Single Family Residential,360 Alcott Rd,SAN BRUNO,CA,94066,1160000,3,2.0,SAN BRUNO,1160,5992,1958,25,1000,,Sold,,,http://www.redfin.com/CA/San-Bruno/360-Alcott-Rd-94066/home/2058642,MLSListings,ML81685425,N,Y,37.6148475,-122.4336454
PAST SALE,March-5-2015,Condo/Co-op,417 Piccadilly Pl #2,San Bruno,CA,94066,365000,1,1.0,San Bruno,540,,1971,1062,676,315,Sold,,,http://www.redfin.com/CA/San-Bruno/417-Piccadilly-Pl-94066/unit-2/home/1769740,San Francisco MLS,429179,N,Y,37.631451,-122.431109
PAST SALE,December-29-2017,Condo/Co-op,1031 Cherry Ave #3,SAN BRUNO,CA,94066,561000,1,1.0,SAN BRUNO,832,176288,1979,32,674,346,Sold,,,http://www.redfin.com/CA/San-Bruno/1031-Cherry-Ave-94066/unit-3/home/1137080,MLSListings,ML81685957,N,Y,37.630209,-122.428338
PAST SALE,December-9-2015,Condo/Co-op,1126 Cherry Ave #52,SAN BRUNO,CA,94066,310000,0,1.0,SAN BRUNO,450,450,1971,783,689,291,Sold,,,http://www.redfin.com/CA/San-Bruno/1126-Cherry-Ave-94066/unit-52/home/1029940,MLSListings,ML81522379,N,Y,37.63186,-122.427212
PAST SALE,March-9-2016,Single Family Residential,382 W Angus Ave,SAN BRUNO,CA,94066,705000,2,1.0,SAN BRUNO,920,2748,1922,692,766,,Sold,,,http://www.redfin.com/CA/San-Bruno/382-Angus-Ave-W-94066/home/1790612,MLSListings,ML81561385,N,Y,37.6262835,-122.4121896
PAST SALE,,Condo/Co-op,1396 El Camino Real #311,Millbrae,CA,94030,670000,2,2.0,,1130,,1980,,593,,,,,http://www.redfin.com/CA/Millbrae/1396-El-Camino-Real-94030/unit-311/home/2055558,,,N,Y,37.6107338,-122.4010926
PAST SALE,February-28-2017,Condo/Co-op,6254 Shelter Creek Ln #54,SAN BRUNO,CA,94066,335000,0,1.0,SAN BRUNO,490,,1972,336,684,342,Sold,,,http://www.redfin.com/CA/San-Bruno/6254-Shelter-Creek-Ln-94066/unit-54/home/109651554,MLSListings,ML81631486,N,Y,37.619843,-122.428366
PAST SALE,,Condo/Co-op,8227 Shelter Creek Ln,San Bruno,CA,94066,415000,1,1.0,,680,,1972,,610,,,,,http://www.redfin.com/CA/San-Bruno/8227-Shelter-Creek-Ln-94066/home/961881,,,N,Y,37.619843,-122.428366
