SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,September-1-2017,Single Family Residential,274 41st Ave,SAN MATEO,CA,94403,1550000,3,2.0,SAN MATEO,1780,5670,1946,151,871,,Sold,,,http://www.redfin.com/CA/San-Mateo/274-41st-Ave-94403/home/759387,MLSListings,ML81671755,N,Y,37.5279072,-122.2995919
PAST SALE,October-31-2017,Single Family Residential,2120 Meadow View Pl,SAN MATEO,CA,94401,988000,2,2.0,SAN MATEO,1076,3120,1983,91,918,,Sold,,,http://www.redfin.com/CA/San-Mateo/2120-Meadow-View-Pl-94401/home/719441,MLSListings,ML81679664,N,Y,37.566944,-122.297712
PAST SALE,January-19-2018,Condo/Co-op,3041 Los Prados St #205,SAN MATEO,CA,94403,650000,2,2.0,SAN MATEO,956,64155,1963,11,680,385,Sold,,,http://www.redfin.com/CA/San-Mateo/3041-Los-Prados-St-94403/unit-205/home/2050854,MLSListings,ML81687082,N,Y,37.5450553,-122.2819633
PAST SALE,October-5-2017,Townhouse,2856 Catalino St Unit J4,SAN MATEO,CA,94403,1420000,3,3.5,SAN MATEO,1710,6121,2015,117,830,317,Sold,,,http://www.redfin.com/CA/San-Mateo/2856-Catalino-St-94403/unit-J4/home/108551435,MLSListings,ML81676934,N,Y,37.544012,-122.297531
PAST SALE,August-9-2017,Single Family Residential,401 31st Ave,SAN MATEO,CA,94403,1600000,3,2.0,SAN MATEO,1520,6000,1949,174,1053,,Sold,,,http://www.redfin.com/CA/San-Mateo/401-31st-Ave-94403/home/742271,MLSListings,ML81668963,N,Y,37.5349571,-122.3082997
PAST SALE,September-29-2017,Single Family Residential,507 Sylvan Ave,SAN MATEO,CA,94403,1550000,3,1.0,SAN MATEO,1210,5550,1942,123,1281,,Sold,,,http://www.redfin.com/CA/San-Mateo/507-Sylvan-Ave-94403/home/1331619,MLSListings,ML81672624,N,Y,37.5347675,-122.3109514
PAST SALE,November-3-2017,Multi-Family (2-4 Unit),18 & 20 King Ct,SAN MATEO,CA,94403,1500000,4,,SAN MATEO,2679,5400,1947,88,560,,Sold,,,http://www.redfin.com/CA/SAN-MATEO/18-20-King-Ct-94403/home/143852055,MLSListings,ML81678925,N,Y,37.5349925,-122.3050823
PAST SALE,October-30-2017,Single Family Residential,407 Voelker Dr,SAN MATEO,CA,94403,1408000,3,1.0,SAN MATEO,1330,5600,1951,92,1059,,Sold,,,http://www.redfin.com/CA/San-Mateo/407-Voelker-Dr-94403/home/753540,MLSListings,ML81677888,N,Y,37.5313891,-122.3058803
PAST SALE,November-16-2017,Single Family Residential,3705 Southwood Ave,SAN MATEO,CA,94403,1485000,2,1.0,SAN MATEO,990,5940,1947,75,1500,,Sold,,,http://www.redfin.com/CA/San-Mateo/3705-Southwood-Ave-94403/home/1979174,MLSListings,ML81680481,N,Y,37.5285879,-122.3087132
PAST SALE,September-19-2017,Single Family Residential,3593 Fernwood St,SAN MATEO,CA,94403,1430000,3,2.0,SAN MATEO,1740,6300,1956,133,822,,Sold,,,http://www.redfin.com/CA/San-Mateo/3593-Fernwood-St-94403/home/753502,MLSListings,ML81670723,N,Y,37.5293772,-122.3102551
PAST SALE,August-4-2017,Single Family Residential,354 N Delaware St,SAN MATEO,CA,94401,1050000,2,1.5,SAN MATEO,1470,6050,1932,179,714,,Sold,,,http://www.redfin.com/CA/San-Mateo/354-N-Delaware-St-94401/home/702349,MLSListings,ML81668969,N,Y,37.5748772,-122.3282269
PAST SALE,August-18-2017,Condo/Co-op,902 Peninsula Ave #205,SAN MATEO,CA,94401,612000,1,1.0,SAN MATEO,693,1114920,1965,165,883,409,Sold,,,http://www.redfin.com/CA/San-Mateo/902-Peninsula-Ave-94401/unit-205/home/17308619,MLSListings,ML81670902,N,Y,37.5810706,-122.3326397
PAST SALE,August-28-2017,Single Family Residential,411 W Ellsworth Ct,SAN MATEO,CA,94401,1157500,2,1.0,SAN MATEO,990,5044,1941,155,1169,,Sold,,,http://www.redfin.com/CA/San-Mateo/411-W-Ellsworth-Ct-94401/home/2036720,MLSListings,ML81672893,N,Y,37.5730275,-122.3319916
PAST SALE,October-6-2017,Condo/Co-op,817 N Humboldt St #401,SAN MATEO,CA,94401,600000,1,1.0,SAN MATEO,758,1114920,1965,116,792,420,Sold,,,http://www.redfin.com/CA/San-Mateo/817-N-Humboldt-St-94401/unit-401/home/17308944,MLSListings,ML81676699,N,Y,37.580786,-122.330323
PAST SALE,November-3-2017,Condo/Co-op,817 N Humboldt St #215,SAN MATEO,CA,94401,605000,1,1.0,SAN MATEO,693,1114920,1965,88,873,420,Sold,,,http://www.redfin.com/CA/San-Mateo/817-N-Humboldt-St-94401/unit-215/home/17308843,MLSListings,ML81680611,N,Y,37.580786,-122.330323
