SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,February-20-2018,Condo/Co-op,555 Innes Ave #215,San Francisco,CA,94124,850000,3,2.0,Hunters Point,1235,,2016,6,688,528,Sold,,,http://www.redfin.com/CA/San-Francisco/555-Innes-Ave-94124/unit-215/home/107400440,San Francisco MLS,465638,N,Y,37.7280997,-122.3692817
PAST SALE,February-23-2018,Single Family Residential,38 San Jacinto Way,San Francisco,CA,94127,3660000,5,4.5,Monterey Heights,4460,4835,1993,3,821,,Sold,,,http://www.redfin.com/CA/San-Francisco/38-San-Jacinto-Way-94127/home/689700,San Francisco MLS,466090,N,Y,37.7346315,-122.4633321
PAST SALE,February-22-2018,Single Family Residential,1378 York St,San Francisco,CA,94110,1740000,3,2.0,Inner Mission,,2495,1953,4,,,Sold,,,http://www.redfin.com/CA/San-Francisco/1378-York-St-94110/home/736994,San Francisco MLS,466619,N,Y,37.7500264,-122.408079
PAST SALE,February-21-2018,Single Family Residential,70 Staples Ave,San Francisco,CA,94131,1850000,4,3.0,Sunnyside,1910,2809,1915,5,969,,Sold,,,http://www.redfin.com/CA/San-Francisco/70-Staples-Ave-94131/home/1900574,San Francisco MLS,466661,N,Y,37.7292899,-122.4436478
PAST SALE,February-22-2018,Condo/Co-op,315 Santa Rosa #5,San Francisco,CA,94112,532196,3,2.0,Mission Terrace,1521,,2003,4,350,518,Sold,,,http://www.redfin.com/CA/San-Francisco/315-Santa-Rosa-Ave-94112/unit-5/home/113784172,San Francisco MLS,457273,N,Y,37.7290147,-122.4404684
PAST SALE,February-21-2018,Single Family Residential,118 Santa Ysabel Ave,San Francisco,CA,94112,1780000,4,4.0,Mission Terrace,2124,3123,1913,5,838,,Sold,,,http://www.redfin.com/CA/San-Francisco/118-Santa-Ysabel-Ave-94112/home/1183715,San Francisco MLS,467189,N,Y,37.7280231,-122.4399449
PAST SALE,February-22-2018,Multi-Family (5+ Unit),1301-1311 40th Ave,San Francisco,CA,94122,2200000,8,,Outer Sunset,5630,3250,1957,4,391,,Sold,,,http://www.redfin.com/CA/San-Francisco/1301-40th-Ave-94122/unit-1311/home/629555,San Francisco MLS,461883,N,Y,37.7623171,-122.4997717
PAST SALE,February-20-2018,Condo/Co-op,2655 Bush St #601,San Francisco,CA,94115,2000000,3,2.0,Lower Pacific Height,1375,,2017,6,1455,896,Sold,,,http://www.redfin.com/CA/San-Francisco/2655-Bush-St-94115/unit-601/home/112974630,San Francisco MLS,466640,N,Y,37.7858334,-122.4406677
PAST SALE,February-22-2018,Condo/Co-op,2655 Bush St #605,San Francisco,CA,94115,1600000,2,2.0,Lower Pacific Height,1003,,2017,4,1595,804,Sold,,,http://www.redfin.com/CA/San-Francisco/2655-Bush-St-94115/unit-605/home/131725695,San Francisco MLS,466172,N,Y,37.7858334,-122.4406677
PAST SALE,February-22-2018,Condo/Co-op,2655 Bush St #401,San Francisco,CA,94115,1910000,3,2.0,Lower Pacific Height,1600,,2017,4,1194,951,Sold,,,http://www.redfin.com/CA/San-Francisco/2655-Bush-St-94115/unit-401/home/113774543,San Francisco MLS,465912,N,Y,37.7858334,-122.4406677
