SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,August-2-2017,Condo/Co-op,14345 Saratoga Ave #25,SARATOGA,CA,95070,758000,2,1.0,SARATOGA,953,1344,1962,181,795,591,Sold,,,http://www.redfin.com/CA/Saratoga/14345-Saratoga-Ave-95070/unit-25/home/785223,MLSListings,ML81669014,N,Y,37.2606322,-122.0299543
PAST SALE,March-16-2017,Condo/Co-op,19112 Vineyard Ln,SARATOGA,CA,95070,635000,1,1.0,SARATOGA,724,960,1971,320,877,475,Sold,,,http://www.redfin.com/CA/Saratoga/19112-Vineyard-Ln-95070/home/1777220,MLSListings,ML81637481,N,Y,37.278205,-122.007067
PAST SALE,June-2-2017,Single Family Residential,14662 6 St,SARATOGA,CA,95070,1400000,2,1.0,SARATOGA,914,5500,1918,242,1532,,Sold,,,http://www.redfin.com/CA/Saratoga/14662-6th-St-95070/home/1310616,MLSListings,ML81647138,N,Y,37.255089,-122.0366194
PAST SALE,April-29-2016,Townhouse,5078 Pinetree Ter,CAMPBELL,CA,95008,611000,2,1.0,CAMPBELL,920,1711,1973,641,664,315,Sold,,,http://www.redfin.com/CA/Campbell/5078-Pinetree-Ter-95008/home/1285644,MLSListings,ML81566417,N,Y,37.270355278,-121.9901229
PAST SALE,,Single Family Residential,12642 Paseo Olivos,Saratoga,CA,95070,1540000,3,1.0,,1620,10000,1950,,951,,,,,http://www.redfin.com/CA/Saratoga/12642-Paseo-Olivos-95070/home/1057205,,,N,Y,37.2839076,-121.9956063
PAST SALE,November-14-2017,Condo/Co-op,14543 Oak St,SARATOGA,CA,95070,865000,1,1.0,SARATOGA,826,1140,1984,77,1047,353,Sold,,,http://www.redfin.com/CA/Saratoga/14543-Oak-St-95070/home/910895,MLSListings,ML81683143,N,Y,37.257038,-122.033035
PAST SALE,,Single Family Residential,18569 McFarland Ave,Saratoga,CA,95070,1400000,3,1.0,,1488,9882,1951,,941,,,,,http://www.redfin.com/CA/Saratoga/18569-McFarland-Ave-95070/home/1228067,,,N,Y,37.2781991,-121.9951317
PAST SALE,May-25-2017,Single Family Residential,18645 Martha Ave,SARATOGA,CA,95070,1670000,3,1.0,SARATOGA,1596,10000,1951,250,1046,,Sold,,,http://www.redfin.com/CA/Saratoga/18645-Martha-Ave-95070/home/1838813,MLSListings,ML81647582,Y,Y,37.2773382,-121.9966319
PAST SALE,July-3-2017,Single Family Residential,13293 Quito Rd,SARATOGA,CA,95070,1370000,3,1.0,SARATOGA,1800,10000,1952,211,761,,Sold,,,http://www.redfin.com/CA/Saratoga/13293-Quito-Rd-95070/home/809937,MLSListings,ML81634518,N,Y,37.2745743,-121.9944865
PAST SALE,June-12-2017,Single Family Residential,20520 Marion Rd,SARATOGA,CA,95070,1900000,2,1.0,SARATOGA,1032,21663,1906,232,1841,,Sold,,,http://www.redfin.com/CA/Saratoga/20520-Marion-Rd-95070/home/1285129,MLSListings,ML81653380,N,Y,37.2622214,-122.0327341
PAST SALE,,Single Family Residential,14256 Saratoga Ave,Saratoga,CA,95070,173500,2,1.0,,1104,7500,1952,,157,,,,,http://www.redfin.com/CA/Saratoga/14256-Saratoga-Ave-95070/home/872475,,,N,Y,37.260999,-122.027254
PAST SALE,December-23-2016,Single Family Residential,19005 Dagmar Dr,SARATOGA,CA,95070,1584000,3,1.0,SARATOGA,1370,10500,1954,403,1156,,Sold,,,http://www.redfin.com/CA/Saratoga/19005-Dagmar-Dr-95070/home/807504,MLSListings,ML81632192,N,Y,37.2731842,-122.004117
PAST SALE,May-31-2016,Single Family Residential,13494 Holiday Dr,SARATOGA,CA,95070,1680000,3,1.0,SARATOGA,918,10149,1954,609,1830,,Sold,,,http://www.redfin.com/CA/Saratoga/13494-Holiday-Dr-95070/home/808124,MLSListings,ML81564980,N,Y,37.2722106,-122.0045668
PAST SALE,August-16-2016,Condo/Co-op,19216 Vineyard Ln,SARATOGA,CA,95070,679000,1,1.0,SARATOGA,768,1346,1971,532,884,475,Sold,,,http://www.redfin.com/CA/Saratoga/19216-Vineyard-Ln-95070/home/807217,MLSListings,ML81595886,N,Y,37.277966,-122.007435
