SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,August-25-2017,Townhouse,1320 Mattox Rd,Hayward,CA,94541,500000,2,2.0,Hayward,1531,,2005,166,327,252,Sold,,,http://www.redfin.com/CA/Hayward/1320-Mattox-Rd-94541/home/949256,EBRD/CCAR/Bay East,40788801,N,Y,37.687562,-122.097163
PAST SALE,December-15-2017,Condo/Co-op,692 Macabee Way,Hayward,CA,94541,668000,3,3.0,Hayward,1516,,2011,54,441,223,Sold,,,http://www.redfin.com/CA/Hayward/692-Macabee-Way-94541/home/40087039,EBRD/CCAR/Bay East,40804460,N,Y,37.662464,-122.091361
PAST SALE,June-9-2017,Single Family Residential,28169 Riggs Ct,Hayward,CA,94542,710000,3,2.5,Skyview,1647,3759,1986,243,431,90,Sold,,,http://www.redfin.com/CA/Hayward/28169-Riggs-Ct-94542/home/1450227,EBRD/CCAR/Bay East,40780934,N,Y,37.6468669,-122.0349304
PAST SALE,August-25-2017,Single Family Residential,2503 Bradford Ave,Hayward,CA,94545,665000,3,2.0,Hayward,1148,5238,1958,166,579,,Sold,,,http://www.redfin.com/CA/Hayward/2503-Bradford-Ave-94545/home/1823473,EBRD/CCAR/Bay East,40790783,N,Y,37.6358441,-122.1084026
PAST SALE,March-29-2017,Single Family Residential,27962 Dobbel Ave,Hayward,CA,94542,750000,3,2.5,Hayward Hills,1808,9168,1978,315,415,,Sold,,,http://www.redfin.com/CA/Hayward/27962-Dobbel-Ave-94542/home/1422174,EBRD/CCAR/Bay East,40772456,N,Y,37.6510995,-122.0396806
PAST SALE,March-15-2017,Condo/Co-op,687 Royston Ln #326,Hayward,CA,94544,305000,1,1.0,Hay Hills,643,,1988,329,474,330,Sold,,,http://www.redfin.com/CA/Hayward/687-Royston-Ln-94544/unit-326/home/2113812,EBRD/CCAR/Bay East,40766535,N,Y,37.6325657,-122.0445693
PAST SALE,November-30-2017,Townhouse,800 Old Oak Ln #4,Hayward,CA,94541,586000,3,2.5,Hayward,1303,1201,2011,69,450,211,Sold,,,http://www.redfin.com/CA/Hayward/800-Old-Oak-Ln-94541/unit-4/home/22682694,EBRD/CCAR/Bay East,40801289,N,Y,37.6650673,-122.0989584
PAST SALE,September-29-2017,Townhouse,22801 Paseo Pl,Hayward,CA,94541,562000,3,3.0,Hayward,1595,,2004,131,352,320,Sold,,,http://www.redfin.com/CA/Hayward/22801-Paseo-Pl-94541/home/1442983,EBRD/CCAR/Bay East,40795059,N,Y,37.6684107,-122.0837251
PAST SALE,March-15-2017,Townhouse,25135 Angelina Ln #4,Hayward,CA,94544,455000,2,2.5,Berry Garden,1274,,2002,329,357,315,Sold,,,http://www.redfin.com/CA/Hayward/25135-Angelina-Ln-94544/home/1822835,EBRD/CCAR/Bay East,40770212,N,Y,37.6566961,-122.0742501
PAST SALE,December-29-2017,Single Family Residential,1145 Tiegen Dr,Hayward,CA,94542,530000,2,1.0,Hayward,846,5670,1948,40,626,,Sold,,,http://www.redfin.com/CA/Hayward/1145-Tiegen-Dr-94542/home/1641617,EBRD/CCAR/Bay East,40803716,N,Y,37.6662467,-122.0726949
