SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,November-13-2017,Condo/Co-op,420 Mission Bay Blvd #306,San Francisco,CA,94158,980000,1,1.0,Mission Bay,927,,2012,78,1057,735,Sold,,,http://www.redfin.com/CA/San-Francisco/420-Mission-Bay-Blvd-N-94158/unit-306/home/40501026,San Francisco MLS,463390,N,Y,37.7713029,-122.3879481
PAST SALE,November-17-2017,Condo/Co-op,300 3rd St #1110,San Francisco,CA,94107,630000,0,1.0,Yerba Buena,663,,1990,74,950,531,Sold,,,http://www.redfin.com/CA/San-Francisco/300-3rd-St-94107/unit-1110/home/1263906,San Francisco MLS,460922,N,Y,37.7836168,-122.3989357
PAST SALE,,Single Family Residential,255 Ralston St,San Francisco,CA,94132,750000,,1.0,,1093,2495,1946,,686,,,,,http://www.redfin.com/CA/San-Francisco/255-Ralston-St-94132/home/898904,,,N,Y,37.717116,-122.4691841
PAST SALE,November-22-2017,Single Family Residential,6 Pinehurst Way,San Francisco,CA,94127,1280000,2,2.0,Mount Davidson Manor,1349,1968,1938,69,949,,Sold,,,http://www.redfin.com/CA/San-Francisco/6-Pinehurst-Way-94127/home/1938995,San Francisco MLS,463518,N,Y,37.7268509,-122.4657482
PAST SALE,,Single Family Residential,2501 46th Ave,San Francisco,CA,94116,627000,,1.0,,800,1450,1944,,784,,,,,http://www.redfin.com/CA/San-Francisco/2501-46th-Ave-94116/home/1377205,,,N,Y,37.7397683,-122.5047178
PAST SALE,November-22-2017,Single Family Residential,2182 48th,San Francisco,CA,94116,1300000,3,2.0,Outer Parkside,,,,69,,,Sold,,,http://www.redfin.com/CA/San-Francisco/2182-48th-Ave-94116/home/650938,San Francisco MLS,463658,N,Y,37.7457633,-122.5068256
PAST SALE,,Condo/Co-op,1209 Ridge Ct,San Francisco,CA,94134,600000,3,2.0,,1254,,1990,,478,,,,,http://www.redfin.com/CA/San-Francisco/1209-Ridge-Ct-94134/home/1257096,,,N,Y,37.7093338,-122.4255863
PAST SALE,November-3-2017,Condo/Co-op,30 Kent St,San Francisco,CA,94133,950000,1,1.5,Russian Hill,,,1907,88,,375,Sold,,,http://www.redfin.com/CA/San-Francisco/30-Kent-St-94133/home/52208333,San Francisco MLS,463196,N,Y,37.800271,-122.4130483
PAST SALE,December-12-2017,Condo/Co-op,1915 Stockton St,San Francisco,CA,94133,2200000,3,2.0,Telegraph Hill,1515,,1906,49,1452,,Sold,,,http://www.redfin.com/CA/San-Francisco/1915-Stockton-St-94133/home/113600953,San Francisco MLS,463426,N,Y,37.803497,-122.410067
PAST SALE,December-22-2017,Condo/Co-op,744 Union St #5,San Francisco,CA,94133,815000,2,1.0,North Beach,,,,39,,321,Sold,,,http://www.redfin.com/CA/San-Francisco/744-Union-St-94133/unit-5/home/144441343,San Francisco MLS,465345,N,Y,37.800457,-122.411703
PAST SALE,,Multi-Family (2-4 Unit),4 Gerke Aly,San Francisco,CA,94133,128812,,4.0,,2960,1346,1907,,44,,,,,http://www.redfin.com/CA/San-Francisco/4-Gerke-Aly-94133/home/540525,,,N,Y,37.8023939,-122.4075751
PAST SALE,,Multi-Family (5+ Unit),2154 Taylor St,San Francisco,CA,94133,1952000,,6.0,,4676,3134,1958,,417,,,,,http://www.redfin.com/CA/San-Francisco/2154-Taylor-St-94133/home/968715,,,N,Y,37.802441,-122.414345
PAST SALE,December-5-2017,Condo/Co-op,2230 Mason St Unit M204,San Francisco,CA,94133,835000,1,1.0,North Beach,747,,2001,56,1118,583,Sold,,,http://www.redfin.com/CA/San-Francisco/2230-Mason-St-94133/unit-204/home/1144113,San Francisco MLS,463228,N,Y,37.8043082,-122.413073
PAST SALE,,Multi-Family (5+ Unit),744 Union St Apt 5,San Francisco,CA,94133,815000,,6.0,,5238,3023,1908,,156,,,,,http://www.redfin.com/CA/San-Francisco/744-Union-St-94133/unit-5/home/1474300,,,N,Y,37.800457,-122.411703
PAST SALE,November-15-2017,Single Family Residential,1906 11th Ave,San Francisco,CA,94116,1300000,2,1.0,Golden Gate Heights,,,1952,76,,,Sold,,,http://www.redfin.com/CA/San-Francisco/1906-11th-Ave-94116/home/1548516,San Francisco MLS,463665,N,Y,37.7525699,-122.467488
PAST SALE,November-22-2017,Single Family Residential,70 Sotelo Ave,San Francisco,CA,94116,2725000,4,3.0,Forest Hill,,9173,1954,69,,,Sold,,,http://www.redfin.com/CA/San-Francisco/70-Sotelo-Ave-94116/home/1905389,San Francisco MLS,462694,N,Y,37.749884,-122.4640888
PAST SALE,November-6-2017,Multi-Family (5+ Unit),1146 Taylor St,San Francisco,CA,94108,4600000,,,Nob Hill,5492,1999,1913,85,838,,Sold,,,http://www.redfin.com/CA/San-Francisco/1146-Taylor-St-94108/home/1845699,San Francisco MLS,460637,N,Y,37.7931422,-122.4125249
PAST SALE,November-22-2017,Condo/Co-op,901 Bush St #207,San Francisco,CA,94109,342264,1,1.0,Downtown,532,,1909,69,643,363,Sold,,,http://www.redfin.com/CA/San-Francisco/901-Bush-St-94109/unit-207/home/23423947,San Francisco MLS,460350,N,Y,37.789553,-122.4123553
PAST SALE,November-21-2017,Single Family Residential,550 Crestlake Dr,San Francisco,CA,94132,1810000,3,3.0,Pine Lake Park,1706,5776,1950,70,1061,,Sold,,,http://www.redfin.com/CA/San-Francisco/550-Crestlake-Dr-94132/home/670707,San Francisco MLS,463720,N,Y,37.7365771,-122.4905225
PAST SALE,,Single Family Residential,446 Chenery St,San Francisco,CA,94131,1570000,2,1.0,,977,2500,1911,,1607,,,,,http://www.redfin.com/CA/San-Francisco/446-Chenery-St-94131/home/807118,,,N,Y,37.7361498,-122.4297453
PAST SALE,November-17-2017,Single Family Residential,183 Tucker Ave,SAN FRANCISCO,CA,94134,825000,2,2.0,SAN FRANCISCO,1608,2500,1918,74,513,,Sold,,,http://www.redfin.com/CA/San-Francisco/183-Tucker-Ave-94134/home/784630,MLSListings,ML81680711,N,Y,37.7162581,-122.4077317
