SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,November-13-2017,Condo/Co-op,1001 Laurel St #206,SAN CARLOS,CA,94070,1015000,2,2.0,SAN CARLOS,1138,51504,2009,78,892,480,Sold,,,http://www.redfin.com/CA/San-Carlos/1001-Laurel-St-94070/unit-206/home/28919204,MLSListings,ML81680502,N,Y,37.5013588,-122.2541747
PAST SALE,October-20-2016,Single Family Residential,1345 Howard Ave,SAN CARLOS,CA,94070,1600000,4,2.0,SAN CARLOS,1740,5279,1951,467,920,,Sold,,,http://www.redfin.com/CA/San-Carlos/1345-Howard-Ave-94070/home/1991689,MLSListings,ML81598251,N,Y,37.4972133,-122.2523164
PAST SALE,May-31-2017,Townhouse,434 Portofino Dr #304,SAN CARLOS,CA,94070,1290000,2,2.5,SAN CARLOS,1822,72872,1988,244,708,475,Sold,,,http://www.redfin.com/CA/San-Carlos/434-Portofino-Dr-94070/unit-304/home/2047142,MLSListings,ML81650191,N,Y,37.489561,-122.276218
PAST SALE,August-17-2016,Single Family Residential,2430 Eaton Ave,San Carlos,CA,94070,1600000,3,2.0,San Carlos,1736,7154,1949,531,922,,Sold,,,http://www.redfin.com/CA/San-Carlos/2430-Eaton-Ave-94070/home/1725850,San Francisco MLS,447800,N,Y,37.4844004,-122.2571532
PAST SALE,June-30-2016,Single Family Residential,2092 Greenwood Ave,SAN CARLOS,CA,94070,1190000,2,1.0,SAN CARLOS,970,4280,1940,579,1227,,Sold,,,http://www.redfin.com/CA/San-Carlos/2092-Greenwood-Ave-94070/home/2027152,MLSListings,ML81586756,N,Y,37.4942164,-122.2602296
PAST SALE,October-28-2016,Condo/Co-op,307 Old County Rd #4,SAN CARLOS,CA,94070,825000,2,2.0,SAN CARLOS,1001,9687,1999,459,824,210,Sold,,,http://www.redfin.com/CA/San-Carlos/307-Old-County-Rd-94070/unit-4/home/2039985,MLSListings,ML81613676,N,Y,37.5124308,-122.2642666
PAST SALE,September-29-2015,Multi-Family (2-4 Unit),328 Torino Dr,SAN CARLOS,CA,94070,1869000,6,,SAN CARLOS,2698,6011,1960,854,693,,Sold,,,http://www.redfin.com/CA/San-Carlos/Torino-Dr-94070/home/1574384,MLSListings,ML81471166,N,Y,37.4937568,-122.2763462
PAST SALE,March-14-2017,Single Family Residential,1824 Valdez Ave,BELMONT,CA,94002,1788000,4,3.0,BELMONT,1870,6700,1955,322,956,,Sold,,,http://www.redfin.com/CA/Belmont/1824-Valdez-Ave-94002/home/2053310,MLSListings,ML81637679,Y,Y,37.5096672,-122.2888455
PAST SALE,,Single Family Residential,943 Cherry St,San Carlos,CA,94070,1000000,3,2.0,,1790,5000,1947,,559,,,,,http://www.redfin.com/CA/San-Carlos/943-Cherry-St-94070/home/773720,,,N,Y,37.5087321,-122.255314
PAST SALE,April-14-2016,Single Family Residential,10 Cottage Ln,SAN CARLOS,CA,94070,1500000,3,2.5,SAN CARLOS,1660,4948,1961,656,904,,Sold,,,http://www.redfin.com/CA/San-Carlos/10-Cottage-Ln-94070/home/1952270,MLSListings,ML81561658,Y,Y,37.5086351,-122.2788939
PAST SALE,June-3-2016,Single Family Residential,1681 Sunnyslope Ave,BELMONT,CA,94002,1400000,3,2.0,BELMONT,1690,5248,1949,606,828,,Sold,,,http://www.redfin.com/CA/Belmont/1681-Sunnyslope-Ave-94002/home/2053314,MLSListings,ML81582683,N,Y,37.5123252,-122.2703841
PAST SALE,,Condo/Co-op,757 Elm St #107,San Carlos,CA,94070,738000,2,2.0,,1000,,1982,,738,,,,,http://www.redfin.com/CA/San-Carlos/757-Elm-St-94070/unit-107/home/987605,,,N,Y,37.503302,-122.2603585
PAST SALE,February-26-2016,Single Family Residential,1925 Howard Ave,SAN CARLOS,CA,94070,1380000,3,1.5,SAN CARLOS,1140,4560,1949,704,1211,,Sold,,,http://www.redfin.com/CA/San-Carlos/1925-Howard-Ave-94070/home/1983798,MLSListings,ML81547138,N,Y,37.4940604,-122.2570617
PAST SALE,October-27-2015,Single Family Residential,83 Bayport Ct,SAN CARLOS,CA,94070,1480000,4,3.0,SAN CARLOS,1830,5400,1987,826,809,,Sold,,,http://www.redfin.com/CA/San-Carlos/83-Bayport-Ct-94070/home/2016896,MLSListings,ML81515172,N,Y,37.5110295,-122.2573497
PAST SALE,December-18-2015,Single Family Residential,2008 Howard Ave,SAN CARLOS,CA,94070,1500000,3,2.0,SAN CARLOS,1670,5520,1963,774,898,,Sold,,,http://www.redfin.com/CA/San-Carlos/2008-Howard-Ave-94070/home/1110377,MLSListings,ML81521816,N,Y,37.4941981,-122.2579604
PAST SALE,October-5-2016,Condo/Co-op,416 Portofino Dr #302,SAN CARLOS,CA,94070,909999,2,2.5,SAN CARLOS,1320,,1991,482,689,485,Sold,,,http://www.redfin.com/CA/San-Carlos/416-Portofino-Dr-94070/unit-302/home/108377864,MLSListings,ML81595742,N,Y,37.4902,-122.2773172
PAST SALE,,Single Family Residential,156 Plymouth Ave,San Carlos,CA,94070,2487500,4,3.0,,2246,4960,1942,,1108,,,,,http://www.redfin.com/CA/San-Carlos/156-Plymouth-Ave-94070/home/1332363,,,N,Y,37.4995372,-122.2801727
PAST SALE,February-18-2016,Single Family Residential,2015 Eaton Ave,SAN CARLOS,CA,94070,1950000,4,3.0,SAN CARLOS,3400,13800,1951,712,574,,Sold,,,http://www.redfin.com/CA/San-Carlos/2015-Eaton-Ave-94070/home/800743,MLSListings,ML81545838,N,Y,37.4870475,-122.2523261
PAST SALE,February-16-2016,Single Family Residential,27 Bayport Ct,SAN CARLOS,CA,94070,1670000,4,3.0,SAN CARLOS,1830,5350,1987,714,913,,Sold,,,http://www.redfin.com/CA/San-Carlos/27-Bayport-Ct-94070/home/1340755,MLSListings,ML81545852,N,Y,37.5101275,-122.2585784
PAST SALE,June-15-2016,Single Family Residential,448 Emerald Ave,SAN CARLOS,CA,94070,1590000,3,2.0,SAN CARLOS,1350,5500,1950,594,1178,,Sold,,,http://www.redfin.com/CA/San-Carlos/448-Emerald-Ave-94070/home/1469923,MLSListings,ML81584898,N,Y,37.4870227,-122.2580371
PAST SALE,January-3-2017,Single Family Residential,314 G St,REDWOOD CITY,CA,94063,1411000,3,2.0,REDWOOD CITY,1604,6050,1951,392,880,,Sold,,,http://www.redfin.com/CA/Redwood-City/314-G-St-94063/home/1268083,MLSListings,ML81632099,N,Y,37.4969246,-122.2415637
PAST SALE,October-28-2016,Single Family Residential,1125 Dayton Ave,SAN CARLOS,CA,94070,1600000,3,2.5,SAN CARLOS,2130,11861,1946,459,751,,Sold,,,http://www.redfin.com/CA/San-Carlos/1125-Dayton-Ave-94070/home/1909129,MLSListings,ML81614580,N,Y,37.4921235,-122.2623587
PAST SALE,October-21-2016,Single Family Residential,865 Somerset Ct,SAN CARLOS,CA,94070,1825000,3,2.5,SAN CARLOS,2380,31328,1965,466,767,,Sold,,,http://www.redfin.com/CA/San-Carlos/865-Somerset-Ct-94070/home/1284958,MLSListings,ML81596793,N,Y,37.4891107,-122.2776231
PAST SALE,August-5-2016,Single Family Residential,3469 La Mesa Dr,SAN CARLOS,CA,94070,1858000,4,2.5,SAN CARLOS,2170,7562,1973,543,856,,Sold,,,http://www.redfin.com/CA/San-Carlos/3469-La-Mesa-Dr-94070/home/1958653,MLSListings,ML81595566,N,Y,37.4791734,-122.2826556
PAST SALE,,Single Family Residential,1092 Hewitt Dr,San Carlos,CA,94070,1480000,4,2.0,,1750,7547,1958,,846,,,,,http://www.redfin.com/CA/San-Carlos/1092-Hewitt-Dr-94070/home/108551467,,,N,Y,37.4883558,-122.2716993
PAST SALE,February-14-2017,Vacant Land,747 Crestview Dr,SAN CARLOS,CA,94070,1295000,,,SAN CARLOS,,10500,,350,,,Sold,,,http://www.redfin.com/CA/San-Carlos/747-Crestview-Dr-94070/home/111727960,MLSListings,ML81633141,N,Y,37.48951,-122.288752
PAST SALE,August-5-2016,Single Family Residential,820 Buckland Ave,SAN CARLOS,CA,94070,1490750,3,2.0,SAN CARLOS,1550,7200,1960,543,962,,Sold,,,http://www.redfin.com/CA/San-Carlos/820-Buckland-Ave-94070/home/1122840,MLSListings,ML81591139,N,Y,37.5119825,-122.2782923
PAST SALE,August-30-2016,Townhouse,10 Tulip Ln,SAN CARLOS,CA,94070,1174000,2,2.0,SAN CARLOS,1990,1624,1989,518,590,531,Sold,,,http://www.redfin.com/CA/San-Carlos/10-Tulip-Ln-94070/home/1487514,MLSListings,ML81596302,N,Y,37.492415,-122.291997
PAST SALE,February-22-2016,Single Family Residential,2220 San Carlos Ave,SAN CARLOS,CA,94070,1588000,3,3.0,SAN CARLOS,1940,6500,1951,708,819,,Sold,,,http://www.redfin.com/CA/San-Carlos/2220-San-Carlos-Ave-94070/home/1991618,MLSListings,ML81534744,N,Y,37.502492,-122.2770633
PAST SALE,December-16-2016,Single Family Residential,220 Club Dr,SAN CARLOS,CA,94070,1655000,3,2.0,SAN CARLOS,1640,13700,1956,410,1009,,Sold,,,http://www.redfin.com/CA/San-Carlos/220-Club-Dr-94070/home/1694428,MLSListings,ML81629297,N,Y,37.499435,-122.286313
PAST SALE,,Single Family Residential,1304 Morse Blvd,San Carlos,CA,94070,1500000,3,2.0,,1660,6600,1958,,904,,,,,http://www.redfin.com/CA/San-Carlos/1304-Morse-Blvd-94070/home/1752897,,,N,Y,37.5007258,-122.2559241
PAST SALE,October-14-2016,Condo/Co-op,3319 Brittan Ave #15,SAN CARLOS,CA,94070,810000,2,2.0,SAN CARLOS,1040,,1973,473,779,459,Sold,,,http://www.redfin.com/CA/San-Carlos/3319-Brittan-Ave-94070/unit-15/home/1586388,MLSListings,ML81600719,N,Y,37.481253,-122.285568
PAST SALE,December-8-2016,Single Family Residential,228 Shelford Ave,SAN CARLOS,CA,94070,1648000,4,2.0,SAN CARLOS,2320,8250,1974,418,710,,Sold,,,http://www.redfin.com/CA/San-Carlos/228-Shelford-Ave-94070/home/1591197,MLSListings,ML81628501,N,Y,37.5100077,-122.277609
PAST SALE,November-4-2016,Single Family Residential,706 Cedar St,SAN CARLOS,CA,94070,2325000,4,3.0,SAN CARLOS,2580,5898,1939,452,901,,Sold,,,http://www.redfin.com/CA/San-Carlos/706-Cedar-St-94070/home/2059071,MLSListings,ML81614499,N,Y,37.5017348,-122.2627838
PAST SALE,January-23-2017,Single Family Residential,21 Madera Ave,SAN CARLOS,CA,94070,1450000,5,3.5,SAN CARLOS,2190,9000,1995,372,662,,Sold,,,http://www.redfin.com/CA/San-Carlos/21-Madera-Ave-94070/home/1523195,MLSListings,ML81633601,N,Y,37.4987675,-122.2696619
PAST SALE,February-5-2015,Single Family Residential,37 Maple Way,SAN CARLOS,CA,94070,1350000,3,2.0,SAN CARLOS,1720,5450,1953,1090,785,,Sold,,,http://www.redfin.com/CA/San-Carlos/37-Maple-Way-94070/home/799055,MLSListings,ML81446465,N,Y,37.4849879,-122.2627783
PAST SALE,April-28-2015,Single Family Residential,250 Loma Rd,SAN CARLOS,CA,94070,1975000,4,2.5,SAN CARLOS,2330,9840,1968,1008,848,,Sold,,,http://www.redfin.com/CA/San-Carlos/250-Loma-Rd-94070/home/1979471,MLSListings,ML81457022,N,Y,37.4840209,-122.275688
PAST SALE,March-31-2015,Condo/Co-op,3357 Brittan Ave #5,SAN CARLOS,CA,94070,720000,2,2.0,SAN CARLOS,1040,,1973,1036,692,458,Sold,,,http://www.redfin.com/CA/San-Carlos/3357-Brittan-Ave-94070/unit-5/home/1934236,MLSListings,ML81453740,N,Y,37.4808,-122.285864
PAST SALE,,Single Family Residential,2525 Nanette Dr,San Carlos,CA,94070,2200000,3,2.0,,2070,14080,1962,,1063,,,,,http://www.redfin.com/CA/San-Carlos/2525-Nanette-Dr-94070/home/2042970,,,N,Y,37.4915864,-122.2720006
