SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,March-23-2016,Single Family Residential,854 Cedar St,MONTARA,CA,94037,1200000,4,3.5,MONTARA,3050,7440,2004,678,393,,Sold,,,http://www.redfin.com/CA/Montara/854-Cedar-St-94037/home/1573246,MLSListings,ML81545314,N,Y,37.545656,-122.501381
PAST SALE,November-18-2015,Single Family Residential,1299 Grant Rd,MONTARA,CA,94037,1580000,4,3.0,MONTARA,2850,66780,1987,804,554,,Sold,,,http://www.redfin.com/CA/Montara/1299-Grant-Rd-94037/home/2011182,MLSListings,ML81484334,N,Y,37.539028,-122.495304
PAST SALE,November-20-2015,Single Family Residential,950 Edison St,Montara,CA,94037,1300000,4,3.0,San Mateo,2800,6250,2007,802,464,,Sold,,,http://www.redfin.com/CA/Montara/950-Edison-St-94037/home/12226477,San Francisco MLS,437174,N,Y,37.5426427,-122.5012268
PAST SALE,August-4-2015,Single Family Residential,897 Jordan St,MONTARA,CA,94037,1280000,3,3.0,MONTARA,2300,13283,1985,910,557,,Sold,,,http://www.redfin.com/CA/Montara/897-Jordan-St-94037/home/12243295,MLSListings,ML81464529,N,Y,37.536391,-122.504896
PAST SALE,,Single Family Residential,1120 Birch St,Montara,CA,94037,670000,3,2.0,,1270,6250,1963,,528,,,,,http://www.redfin.com/CA/Montara/1120-Birch-St-94037/home/726760,,,N,Y,37.5419231,-122.5051479
PAST SALE,,Single Family Residential,390 7th St,Montara,CA,94037,300000,4,2.0,,1810,5500,1973,,166,,,,,http://www.redfin.com/CA/Montara/390-7th-St-94037/home/2051234,,,N,Y,37.5405774,-122.5124362
PAST SALE,May-5-2015,Single Family Residential,361 9th St,MONTARA,CA,94037,1159000,4,2.5,MONTARA,2280,9000,1971,1001,508,,Sold,,,http://www.redfin.com/CA/Montara/361-9th-St-94037/home/2050363,MLSListings,ML81458937,N,Y,37.5398684,-122.5134899
PAST SALE,April-10-2017,Single Family Residential,380 10th St,Montara,CA,94037,770000,2,1.0,San Mateo,940,5000,1965,295,819,,Sold,,,http://www.redfin.com/CA/Montara/380-10th-St-94037/home/726881,San Francisco MLS,454995,N,Y,37.5387352,-122.513886
PAST SALE,February-29-2016,Single Family Residential,1480 East Ave,Montara,CA,94037,1150000,3,3.0,San Mateo,2450,14000,1947,701,469,,Sold,,,http://www.redfin.com/CA/Montara/1480-East-Ave-94037/home/726586,San Francisco MLS,440803,N,Y,37.5397552,-122.5131436
PAST SALE,July-7-2017,Single Family Residential,390 14th St,MONTARA,CA,94037,1150000,3,3.0,MONTARA,1800,12000,1976,207,639,,Sold,,,http://www.redfin.com/CA/Montara/390-14th-St-94037/home/1533066,MLSListings,ML81654126,N,Y,37.536132,-122.515543
PAST SALE,June-30-2017,Single Family Residential,436 3rd St,MONTARA,CA,94037,1165000,3,2.0,MONTARA,1970,5000,1973,214,591,,Sold,,,http://www.redfin.com/CA/Montara/436-3rd-St-94037/home/726994,MLSListings,ML81652200,N,Y,37.5426822,-122.5097764
PAST SALE,June-1-2017,Single Family Residential,428 3rd St,MONTARA,CA,94037,1060000,3,2.0,MONTARA,1647,5000,1975,243,644,,Sold,,,http://www.redfin.com/CA/Montara/428-3rd-St-94037/home/1666032,MLSListings,ML81647868,N,Y,37.5427429,-122.509934
PAST SALE,,Single Family Residential,301 9th St,Montara,CA,94037,394000,3,1.0,,910,5000,1974,,433,,,,,http://www.redfin.com/CA/Montara/301-9th-St-94037/home/728114,,,N,Y,37.5403215,-122.5147127
PAST SALE,August-24-2017,Single Family Residential,198 1st St,MONTARA,CA,94037,1899500,4,3.0,MONTARA,3200,8118,2007,159,594,,Sold,,,http://www.redfin.com/CA/Montara/198-1st-St-94037/home/12226466,MLSListings,ML81638893,N,Y,37.5454628,-122.5125898
PAST SALE,September-15-2017,Single Family Residential,1004 Acacia St,MONTARA,CA,94037,1040000,3,2.5,MONTARA,2230,6250,1982,137,466,,Sold,,,http://www.redfin.com/CA/Montara/1004-Acacia-St-94037/home/1801015,MLSListings,ML81671570,N,Y,37.5442316,-122.5046731
PAST SALE,September-27-2017,Single Family Residential,1375 Birch St,MONTARA,CA,94037,1000000,3,3.5,MONTARA,2530,6250,1976,125,395,,Sold,,,http://www.redfin.com/CA/Montara/1375-Birch-St-94037/home/2029363,MLSListings,ML81647690,N,Y,37.537659,-122.507358
PAST SALE,November-29-2017,Single Family Residential,8149 Cabrillo Hwy,MONTARA,CA,94037,1500000,2,2.5,MONTARA,1820,6000,1985,62,824,,Sold,,,http://www.redfin.com/CA/Montara/8149-Cabrillo-Hwy-94037/home/2031663,MLSListings,ML81679159,N,Y,37.5456194,-122.5136693
PAST SALE,November-14-2017,Other,1281 Main St,MONTARA,CA,94037,867500,3,2.0,MONTARA,1350,5000,2000,77,643,,Sold,,,http://www.redfin.com/CA/Montara/1281-Main-St-94037/home/1548577,MLSListings,ML81683022,N,Y,37.5429968,-122.5143348
PAST SALE,September-15-2016,Vacant Land,00 1st St,MONTARA,CA,94037,200000,,,MONTARA,,4550,,502,,,Sold,,,http://www.redfin.com/CA/Montara/1st-St-94037/home/105284664,MLSListings,ML81581666,N,Y,37.5459329,-122.5130582
PAST SALE,November-9-2017,Vacant Land,1241 Birch St,MONTARA,CA,94037,350000,,,MONTARA,,6250,,82,,,Sold,,,http://www.redfin.com/CA/Montara/1241-Birch-St-94037/home/112973690,MLSListings,ML81631366,N,Y,37.5397925,-122.5060938
PAST SALE,March-26-2015,Single Family Residential,1100 Birch St,MONTARA,CA,94037,750000,3,2.0,MONTARA,1330,5000,1963,1041,564,,Sold,,,http://www.redfin.com/CA/Montara/1100-Birch-St-94037/home/726002,MLSListings,ML81450872,N,Y,37.5421945,-122.5048449
PAST SALE,September-27-2016,Single Family Residential,500 3rd St,MONTARA,CA,94037,980000,4,3.0,MONTARA,2565,5000,1972,490,382,,Sold,,,http://www.redfin.com/CA/Montara/500-3rd-St-94037/home/1573197,MLSListings,ML81593366,N,Y,37.542036,-122.508377
PAST SALE,June-24-2016,Single Family Residential,1380 Cedar St,MONTARA,CA,94037,1165000,4,3.0,MONTARA,2587,6250,2000,585,450,,Sold,,,http://www.redfin.com/CA/Montara/1380-Cedar-St-94037/home/2049386,MLSListings,ML81588448,N,Y,37.5375471,-122.5067861
PAST SALE,April-27-2015,Single Family Residential,501 Farallone Ave,MONTARA,CA,94037,675000,3,1.0,MONTARA,1300,3700,1958,1009,519,,Sold,,,http://www.redfin.com/CA/Montara/501-Farallone-Ave-94037/home/1844123,MLSListings,ML81447974,N,Y,37.5423757,-122.5137619
PAST SALE,March-23-2015,Vacant Land,0 GEORGE St,Montara,CA,94037,260000,,,Montara,,6250,,1044,,,Sold,,,http://www.redfin.com/CA/Montara/George-St-94037/home/69374966,MLSListings,ML81436796,N,Y,37.5402836,-122.5046952
PAST SALE,June-18-2015,Vacant Land,340 13th St,MONTARA,CA,94037,364000,,,MONTARA,,6000,,957,,,Sold,,,http://www.redfin.com/CA/Montara/340-13th-St-94037/home/21840752,MLSListings,ML81459302,N,Y,37.5371296,-122.5157991
PAST SALE,February-19-2016,Single Family Residential,463 4th St,MONTARA,CA,94037,852000,3,2.0,MONTARA,2110,5000,1991,711,404,,Sold,,,http://www.redfin.com/CA/Montara/463-4th-St-94037/home/728313,MLSListings,ML81521856,N,Y,37.5422134,-122.5095028
PAST SALE,March-18-2016,Single Family Residential,512 5th St,MONTARA,CA,94037,800000,3,1.0,MONTARA,1040,5000,1955,683,769,,Sold,,,http://www.redfin.com/CA/Montara/512-5th-St-94037/home/2008746,MLSListings,ML81550347,N,Y,37.540732,-122.5091178
PAST SALE,March-13-2017,Single Family Residential,205 Farallone Ave,MONTARA,CA,94037,1445000,4,2.5,MONTARA,2990,5998,2002,323,483,,Sold,,,http://www.redfin.com/CA/Montara/205-Farallone-Ave-94037/home/726895,MLSListings,ML81627489,N,Y,37.5386664,-122.5163199
PAST SALE,June-20-2016,Single Family Residential,285 3rd St,Montara,CA,94037,800000,1,,San Mateo,600,10000,1971,589,1333,,Sold,,,http://www.redfin.com/CA/Montara/285-3rd-St-94037/home/1925548,San Francisco MLS,445230,N,Y,37.5443701,-122.5126164
PAST SALE,April-28-2015,Single Family Residential,540 4th St,MONTARA,CA,94037,755000,3,2.0,MONTARA,1140,5000,1960,1008,662,,Sold,,,http://www.redfin.com/CA/Montara/540-4th-St-94037/home/724056,MLSListings,ML81457363,N,Y,37.5411369,-122.5080407
PAST SALE,December-30-2015,Multi-Family (2-4 Unit),321-323 7th St,MONTARA,CA,94037,840000,3,,MONTARA,1370,4500,1958,762,613,,Sold,,,http://www.redfin.com/CA/Montara/323-7th-St-94037/home/113739938,MLSListings,ML81517197,N,Y,37.5414097,-122.5133314
PAST SALE,,Single Family Residential,1450 Alamo St,Montara,CA,94037,2212000,,,,,,,,,,,,,http://www.redfin.com/CA/Montara/1450-Alamo-St-94037/home/51671494,,,N,Y,37.535673,-122.495076
PAST SALE,January-10-2017,Single Family Residential,296 5th St,MONTARA,CA,94037,1050000,4,3.0,MONTARA,1620,5000,1972,385,648,,Sold,,,http://www.redfin.com/CA/Montara/296-5th-St-94037/home/1532986,MLSListings,ML81629327,N,Y,37.5426786,-122.5135895
PAST SALE,,Single Family Residential,464 Farallone Ave,Montara,CA,94037,1057500,3,3.0,,3000,5000,1981,,353,,,,,http://www.redfin.com/CA/Montara/464-Farallone-Ave-94037/home/728095,,,N,Y,37.5409421,-122.5142265
PAST SALE,December-30-2015,Single Family Residential,595 5th St,MONTARA,CA,94037,1100000,3,2.5,MONTARA,2050,5000,2009,762,537,,Sold,,,http://www.redfin.com/CA/MONTARA/595-5TH-ST-94037/home/21968289,MLSListings,ML81522657,N,Y,37.540437,-122.507288
PAST SALE,May-7-2015,Single Family Residential,404 6th,MONTARA,CA,94037,930000,3,2.5,MONTARA,2070,5000,1965,999,449,,Sold,,,http://www.redfin.com/CA/MONTARA/404-6TH-ST-94037/home/1684155,MLSListings,ML81455751,N,Y,37.541034,-122.511668
PAST SALE,,Single Family Residential,475 8th St,Montara,CA,94037,950000,3,3.0,,2050,10000,1955,,463,,,,,http://www.redfin.com/CA/Montara/475-8th-St-94037/home/1171226,,,N,Y,37.5395741,-122.5110307
PAST SALE,March-25-2016,Single Family Residential,1441 Sunshine Valley Rd,MONTARA,CA,94037,886800,3,1.0,MONTARA,980,17000,1897,676,905,,Sold,,,http://www.redfin.com/CA/Montara/1441-Sunshine-Valley-Rd-94037/home/40100455,MLSListings,ML81547550,N,Y,37.5356306,-122.5005148
PAST SALE,May-2-2016,Vacant Land,0 Birch St,MONTARA,CA,94037,260000,,,MONTARA,,6261,,638,,,Sold,,,http://www.redfin.com/CA/Montara/Birch-St-94037/home/40605686,MLSListings,ML81579517,N,Y,37.5415146,-122.505101
PAST SALE,February-19-2016,Single Family Residential,496 7th St,MONTARA,CA,94037,850000,3,2.0,MONTARA,2000,5000,1972,711,425,,Sold,,,http://www.redfin.com/CA/Montara/496-7th-St-94037/home/1914908,MLSListings,ML81471291,N,Y,37.5397039,-122.5104497
PAST SALE,February-12-2016,Single Family Residential,141 13th St,MONTARA,CA,94037,3450000,3,2.5,MONTARA,3400,10454,1986,718,1015,,Sold,,,http://www.redfin.com/CA/Montara/141-13th-St-94037/home/40100456,MLSListings,ML81515018,N,Y,37.538481,-122.5178377
PAST SALE,April-7-2017,Single Family Residential,1200 East Montara Blvd,MONTARA,CA,94037,1675000,4,2.5,MONTARA,2400,161172,2005,298,698,40,Sold,,,http://www.redfin.com/CA/Montara/1200-Montara-Blvd-94037/home/1171313,MLSListings,ML81637183,N,Y,37.540128,-122.498867
PAST SALE,March-22-2017,Single Family Residential,452 3rd St,MONTARA,CA,94037,1075000,4,2.5,MONTARA,2270,5000,1974,314,474,,Sold,,,http://www.redfin.com/CA/Montara/452-3rd-St-94037/home/1322186,MLSListings,ML81637424,N,Y,37.5425209,-122.5094769
